股票代码,股票简称,最新价,最新涨跌幅,牛叉诊股综合评分,技术面评分,资金面评分,消息面评分,行业面评分,基本面评分,market_code,code
688041.SH,海光信息,82.39,-4.198,7.7,9.0,8.3,9.9,1.2,6.8,17,688041
300308.SZ,中际旭创,159.5,4.659,7.6,9.0,7.1,8.1,4.5,7.2,33,300308
601058.SH,赛轮轮胎,13.19,-0.827,7.6,8.5,7.6,7.7,4.5,7.7,17,601058
000526.SZ,学大教育,57.38,0.861,7.5,9.0,6.2,7.2,4.5,8.2,33,526
002648.SZ,卫星化学,15.85,-0.377,7.5,8.7,5.6,8.8,4.5,7.9,33,2648
601567.SH,三星医疗,23.85,1.231,7.5,8.8,6.7,8.8,4.5,7.1,17,601567
688676.SH,金盘科技,41.04,-2.286,7.5,8.8,8.0,9.9,1.0,6.9,17,688676
300002.SZ,神州泰岳,10.91,-3.537,7.4,8.8,5.5,9.9,4.5,6.7,33,300002
600066.SH,宇通客车,16.92,0.0,7.4,8.7,7.6,6.6,4.7,7.2,17,600066
600150.SH,中国船舶,32.77,-0.425,7.4,8.7,6.3,8.1,4.5,7.6,17,600150
000528.SZ,柳工,7.78,-0.639,7.3,8.8,6.3,8.1,4.5,6.9,33,528
600028.SH,中国石化,6.25,-0.478,7.3,8.7,6.9,5.5,4.5,8.1,17,600028
600985.SH,淮北矿业,18.83,0.427,7.3,9.0,7.6,5.5,5.3,7.0,17,600985
603129.SH,春风动力,93.12,-3.503,7.3,7.4,7.2,9.9,1.0,8.2,17,603129
603298.SH,杭叉集团,27.31,0.887,7.3,8.0,7.4,9.9,1.0,7.3,17,603298
603871.SH,嘉友国际,23.2,7.457,7.3,8.8,8.3,7.7,1.0,6.9,17,603871
688278.SH,特宝生物,59.34,0.068,7.3,8.2,7.7,8.4,1.6,7.5,17,688278
002154.SZ,报喜鸟,6.81,-0.293,7.2,8.6,6.1,7.7,4.5,7.3,33,2154
002371.SZ,北方华创,255.1,-1.315,7.2,8.4,5.8,7.7,4.8,7.7,33,2371
300017.SZ,网宿科技,8.95,-2.505,7.2,8.9,5.2,8.8,4.5,7.0,33,300017
600027.SH,华电国际,6.27,0.481,7.2,8.8,5.4,8.8,4.9,6.7,17,600027
600282.SH,南钢股份,4.22,3.431,7.2,9.0,7.1,5.5,4.2,7.2,17,600282
600482.SH,中国动力,21.11,-3.695,7.2,8.9,7.8,7.7,4.5,5.3,17,600482
600919.SH,江苏银行,7.61,1.602,7.2,8.8,7.1,5.5,4.1,7.8,17,600919
601577.SH,长沙银行,7.71,0.916,7.2,8.6,7.3,5.5,4.1,7.5,17,601577
688169.SH,石头科技,329.29,1.152,7.2,8.4,7.0,8.8,1.1,7.2,17,688169
000157.SZ,中联重科,8.15,2.904,7.1,8.7,5.0,8.8,4.5,6.9,33,157
002032.SZ,苏泊尔,54.27,-0.239,7.1,7.5,6.9,6.8,4.6,7.9,33,2032
002517.SZ,恺英网络,11.6,-1.778,7.1,8.7,6.1,8.4,4.5,6.2,33,2517
002749.SZ,国光股份,16.01,3.759,7.1,9.1,7.3,7.8,1.0,6.5,33,2749
300394.SZ,天孚通信,128.65,-1.463,7.1,9.0,6.1,8.4,1.1,7.2,33,300394
300750.SZ,宁德时代,158.33,-1.099,7.1,7.9,8.6,7.2,1.0,7.5,33,300750
300896.SZ,爱美客,319.8,-1.296,7.1,8.8,7.4,7.7,1.0,6.9,33,300896
600188.SH,兖矿能源,26.3,4.698,7.1,9.0,6.7,5.5,5.3,6.8,17,600188
600312.SH,平高电气,13.65,2.247,7.1,8.6,5.3,8.1,4.5,7.0,17,600312
600378.SH,昊华科技,31.88,0.6,7.1,8.9,6.8,5.5,4.5,7.3,17,600378
600398.SH,海澜之家,8.3,1.966,7.1,8.6,8.2,5.0,4.5,6.6,17,600398
600489.SH,中金黄金,10.06,0.6,7.1,8.9,5.3,8.8,5.1,6.0,17,600489
600519.SH,贵州茅台,1670.0,-1.5,7.1,7.9,8.3,6.2,5.0,6.7,17,600519
600566.SH,济川药业,35.55,2.155,7.1,8.9,6.5,5.5,4.7,7.3,17,600566
600737.SH,中粮糖业,8.83,0.799,7.1,8.6,5.3,7.7,4.5,7.3,17,600737
600900.SH,长江电力,25.54,1.349,7.1,8.7,7.5,5.5,4.9,6.8,17,600900
601918.SH,新集能源,6.18,-2.06,7.1,9.4,4.8,5.5,5.3,7.8,17,601918
603883.SH,老百姓,30.9,0.0,7.1,8.8,7.9,5.5,1.1,7.7,17,603883
688036.SH,传音控股,159.0,2.054,7.1,8.7,7.3,6.2,1.0,8.2,17,688036
000100.SZ,TCL科技,4.36,0.461,7.0,7.9,6.2,7.7,4.5,7.3,33,100
000932.SZ,华菱钢铁,5.86,1.209,7.0,9.0,6.3,5.5,4.2,7.3,33,932
002078.SZ,太阳纸业,13.65,2.478,7.0,8.7,6.3,5.5,4.5,7.6,33,2078
002138.SZ,顺络电子,25.6,-1.196,7.0,8.8,5.2,5.9,4.8,7.9,33,2138
002463.SZ,沪电股份,26.05,-5.238,7.0,9.0,5.2,5.5,4.8,7.9,33,2463
002601.SZ,龙佰集团,17.62,-0.339,7.0,7.8,7.5,5.5,4.5,7.7,33,2601
003000.SZ,劲仔食品,14.04,1.007,7.0,8.8,6.4,7.0,1.1,7.6,33,3000
300124.SZ,汇川技术,63.0,1.01,7.0,8.0,6.2,7.2,4.7,7.4,33,300124
600050.SH,中国联通,4.74,1.066,7.0,8.6,5.9,5.5,4.5,7.8,17,600050
600131.SH,国网信通,15.7,-0.821,7.0,8.6,6.8,5.5,4.5,7.1,17,600131
600350.SH,山东高速,8.35,1.335,7.0,8.9,7.2,5.5,4.8,6.3,17,600350
600377.SH,宁沪高速,12.58,3.199,7.0,8.8,7.2,5.5,4.8,6.6,17,600377
600406.SH,国电南瑞,22.89,0.881,7.0,8.7,7.0,5.5,4.5,6.8,17,600406
600612.SH,老凤祥,69.01,-0.49,7.0,8.6,6.3,5.5,4.5,7.4,17,600612
600729.SH,重庆百货,30.85,-0.162,7.0,8.7,6.3,7.0,4.5,6.4,17,600729
600886.SH,国投电力,14.79,0.544,7.0,8.9,5.6,6.3,4.9,6.9,17,600886
600887.SH,伊利股份,28.68,1.235,7.0,8.6,6.8,5.5,4.5,7.3,17,600887
601088.SH,中国神华,39.76,-0.126,7.0,9.0,7.1,4.2,5.3,6.8,17,601088
601128.SH,常熟银行,7.16,-1.105,7.0,8.6,6.1,5.5,4.1,7.7,17,601128
601872.SH,招商轮船,6.99,-1.964,7.0,9.3,6.7,5.5,4.0,6.4,17,601872
603993.SH,洛阳钼业,6.03,1.005,7.0,8.8,7.0,5.5,4.6,6.8,17,603993
605098.SH,行动教育,42.22,0.716,7.0,8.6,6.8,8.4,1.0,6.9,17,605098
688111.SH,金山办公,244.66,-0.775,7.0,7.4,7.7,7.7,1.0,7.9,17,688111
000338.SZ,潍柴动力,16.28,3.169,6.9,8.3,5.2,7.7,4.5,7.0,33,338
000543.SZ,皖能电力,7.35,0.685,6.9,8.5,6.1,6.6,4.9,6.7,33,543
000895.SZ,双汇发展,29.78,1.604,6.9,7.9,7.5,5.5,4.5,7.2,33,895
002027.SZ,分众传媒,6.23,0.0,6.9,7.5,7.8,6.2,4.5,6.8,33,2027
002991.SZ,甘源食品,71.62,-3.995,6.9,7.9,6.6,8.4,1.1,7.4,33,2991
300795.SZ,米奥会展,38.97,0.309,6.9,7.8,6.6,7.7,1.0,8.1,33,300795
301030.SZ,仕净科技,45.68,-0.653,6.9,8.6,6.1,8.8,1.0,6.8,33,301030
301589.SZ,诺瓦星云,439.0,0.002,6.9,7.4,6.3,8.4,1.0,8.1,33,301589
600285.SH,羚锐制药,19.72,4.727,6.9,8.9,5.3,5.5,4.7,7.6,17,600285
600546.SH,山煤国际,20.11,6.458,6.9,9.0,4.9,5.5,5.3,7.4,17,600546
600803.SH,新奥股份,18.38,-0.054,6.9,9.0,6.7,5.5,4.5,6.2,17,600803
600809.SH,山西汾酒,223.17,-0.734,6.9,7.7,6.5,5.5,5.0,7.7,17,600809
601098.SH,中南传媒,12.18,2.267,6.9,8.3,7.8,5.5,4.5,6.2,17,601098
601225.SH,陕西煤业,25.62,0.985,6.9,9.4,6.1,5.5,1.9,7.2,17,601225
601288.SH,农业银行,4.15,1.716,6.9,9.0,6.8,5.5,7.6,5.1,17,601288
601328.SH,交通银行,6.35,1.6,6.9,9.0,6.6,5.5,7.6,5.1,17,601328
601398.SH,工商银行,5.35,1.518,6.9,8.4,6.2,5.5,7.6,6.2,17,601398
601728.SH,中国电信,6.02,0.333,6.9,8.6,7.3,5.5,1.0,7.6,17,601728
601816.SH,京沪高铁,5.16,1.177,6.9,8.6,7.3,7.2,1.4,6.7,17,601816
601838.SH,成都银行,12.88,0.312,6.9,9.2,5.6,5.5,4.1,7.2,17,601838
601898.SH,中煤能源,12.81,-1.005,6.9,9.4,6.0,5.5,5.3,6.0,17,601898
601899.SH,紫金矿业,13.1,1.946,6.9,8.7,5.1,6.6,4.7,7.4,17,601899
601998.SH,中信银行,6.37,1.111,6.9,8.6,5.7,5.5,7.6,6.3,17,601998
603195.SH,公牛集团,100.99,0.899,6.9,8.7,7.3,5.5,1.0,7.8,17,603195
603199.SH,九华旅游,34.13,0.589,6.9,9.2,6.2,7.2,1.0,6.9,17,603199
603338.SH,浙江鼎力,58.34,0.673,6.9,7.9,7.0,7.7,1.0,7.4,17,603338
603529.SH,爱玛科技,29.21,-1.318,6.9,8.8,6.7,5.5,1.0,7.9,17,603529
603816.SH,顾家家居,37.53,1.105,6.9,8.2,7.2,5.5,1.0,8.2,17,603816
688408.SH,中信博,79.34,-0.452,6.9,7.7,7.3,8.8,1.0,6.8,17,688408
688475.SH,萤石网络,44.69,-2.89,6.9,8.0,4.9,9.9,1.0,7.6,17,688475
688578.SH,艾力斯,41.13,-0.748,6.9,7.4,7.9,9.9,1.1,6.2,17,688578
000301.SZ,东方盛虹,10.81,1.028,6.8,8.6,5.5,5.5,4.5,7.3,33,301
000423.SZ,东阿阿胶,59.95,2.601,6.8,8.5,4.9,7.7,4.7,6.6,33,423
000425.SZ,徐工机械,6.11,-0.972,6.8,8.7,6.9,5.5,4.5,6.1,33,425
000513.SZ,丽珠集团,38.09,2.724,6.8,8.7,6.3,5.5,4.5,6.8,33,513
000521.SZ,长虹美菱,8.78,8.261,6.8,8.7,3.1,7.7,4.5,7.7,33,521
000538.SZ,云南白药,50.0,0.261,6.8,7.6,7.3,5.5,4.7,7.0,33,538
000708.SZ,中信特钢,14.73,2.15,6.8,8.7,6.3,5.5,4.2,6.6,33,708
000921.SZ,海信家电,27.5,4.563,6.8,7.9,5.7,6.6,4.5,7.5,33,921
000983.SZ,山西焦煤,11.42,0.617,6.8,9.0,5.6,5.5,5.5,6.6,33,983
002270.SZ,华明装备,16.26,0.0,6.8,8.0,4.3,9.9,4.5,6.6,33,2270
002315.SZ,焦点科技,29.88,-2.129,6.8,7.4,5.0,7.7,4.5,7.7,33,2315
002415.SZ,海康威视,33.91,0.325,6.8,7.8,7.1,5.0,4.5,7.4,33,2415
002572.SZ,索菲亚,16.6,2.723,6.8,7.2,6.5,5.5,4.5,8.3,33,2572
300058.SZ,蓝色光标,7.1,-0.56,6.8,7.5,5.5,6.8,4.5,7.8,33,300058
300926.SZ,博俊科技,24.85,-1.779,6.8,7.0,7.2,8.4,1.0,7.4,33,300926
600000.SH,浦发银行,7.1,-0.281,6.8,8.8,6.3,5.5,7.6,5.2,17,600000
600004.SH,白云机场,10.05,-0.495,6.8,8.2,7.0,6.2,5.3,6.0,17,600004
600015.SH,华夏银行,6.2,0.977,6.8,8.6,6.1,5.5,7.6,5.5,17,600015
600019.SH,宝钢股份,6.56,1.863,6.8,8.8,6.9,5.5,4.2,6.3,17,600019
600096.SH,云天化,18.07,4.936,6.8,8.8,5.3,4.7,4.5,7.6,17,600096
600258.SH,首旅酒店,15.29,-0.261,6.8,6.5,7.3,7.7,4.5,7.3,17,600258
600348.SH,华阳股份,10.62,2.807,6.8,9.4,4.9,5.5,5.3,6.6,17,600348
600446.SH,金证股份,12.5,-2.724,6.8,8.9,5.2,7.0,4.5,6.2,17,600446
600582.SH,天地科技,6.05,-0.165,6.8,8.6,6.1,5.0,4.5,7.1,17,600582
600674.SH,川投能源,16.18,-0.062,6.8,8.8,6.1,5.5,4.9,6.6,17,600674
600690.SH,海尔智家,24.05,1.993,6.8,8.3,7.3,5.0,4.5,6.6,17,600690
600741.SH,华域汽车,16.96,-0.118,6.8,8.2,6.7,5.5,4.5,6.7,17,600741
600785.SH,新华百货,17.84,0.338,6.8,8.8,7.0,5.5,4.5,5.8,17,600785
600926.SH,杭州银行,11.11,2.114,6.8,7.6,6.5,5.5,4.1,7.9,17,600926
600998.SH,九州通,7.92,-0.876,6.8,8.1,8.0,5.5,4.6,6.1,17,600998
601138.SH,工业富联,18.49,7.064,6.8,9.0,7.5,5.0,1.0,6.9,17,601138
601168.SH,西部矿业,15.89,1.017,6.8,8.8,5.0,5.5,4.7,7.6,17,601168
601298.SH,青岛港,7.48,2.606,6.8,8.7,7.6,5.5,1.6,6.8,17,601298
601600.SH,中国铝业,5.9,0.0,6.8,8.6,5.1,6.6,4.7,6.8,17,601600
601699.SH,潞安环能,25.04,-1.067,6.8,9.0,5.5,5.5,5.3,6.5,17,601699
601985.SH,中国核电,8.8,2.088,6.8,9.1,7.0,5.5,1.4,6.7,17,601985
601988.SH,中国银行,4.53,0.444,6.8,9.0,5.3,5.5,7.6,5.8,17,601988
603688.SH,石英股份,73.25,-1.546,6.8,7.8,7.0,6.9,1.4,7.4,17,603688
603960.SH,克来机电,25.48,10.017,6.8,8.6,6.9,8.8,1.2,5.8,17,603960
603979.SH,金诚信,42.37,1.729,6.8,8.7,7.5,6.2,1.2,6.4,17,603979
688002.SH,睿创微纳,37.82,-0.735,6.8,6.7,7.4,8.1,1.1,7.8,17,688002
688072.SH,拓荆科技,185.03,-1.47,6.8,7.6,7.1,7.7,1.2,7.2,17,688072
688100.SH,威胜信息,29.48,-1.041,6.8,8.0,7.5,5.5,1.1,7.8,17,688100
688120.SH,华海清科,182.3,-3.047,6.8,7.8,7.0,6.6,1.2,7.6,17,688120
688276.SH,百克生物,52.74,-0.547,6.8,6.6,7.9,8.4,1.6,7.3,17,688276
688617.SH,惠泰医疗,430.0,-0.915,6.8,7.8,7.6,6.6,0.0,7.9,17,688617
688639.SH,华恒生物,111.07,-1.49,6.8,8.4,6.7,5.5,1.0,8.1,17,688639
000630.SZ,铜陵有色,3.37,1.506,6.7,8.6,5.4,5.5,4.7,6.9,33,630
000680.SZ,山推股份,6.34,-1.092,6.7,8.9,5.2,5.8,4.5,6.6,33,680
000951.SZ,中国重汽,15.53,3.258,6.7,7.2,5.8,7.7,4.7,7.0,33,951
002043.SZ,兔宝宝,10.13,0.297,6.7,8.3,5.1,6.6,4.5,6.8,33,2043
002044.SZ,美年健康,5.46,-0.546,6.7,7.7,6.6,5.8,4.8,6.9,33,2044
002223.SZ,鱼跃医疗,36.39,1.45,6.7,8.4,4.2,7.2,3.5,7.7,33,2223
002311.SZ,海大集团,42.66,0.851,6.7,7.5,6.5,5.5,4.5,7.6,33,2311
002372.SZ,伟星新材,14.9,-0.334,6.7,8.7,6.8,5.5,4.5,5.9,33,2372
002608.SZ,江苏国信,7.18,0.42,6.7,7.9,6.1,8.8,4.9,5.2,33,2608
002867.SZ,周大生,18.19,-1.141,6.7,8.7,7.5,5.0,1.0,6.9,33,2867
300476.SZ,胜宏科技,19.78,-3.324,6.7,9.0,5.8,5.5,1.2,7.6,33,300476
300760.SZ,迈瑞医疗,300.09,0.539,6.7,7.5,7.6,5.6,0.0,8.2,33,300760
300893.SZ,松原股份,27.82,1.905,6.7,7.5,6.9,8.4,1.0,6.9,33,300893
600011.SH,华能国际,8.95,-0.445,6.7,7.8,5.5,7.2,4.9,6.6,17,600011
600023.SH,浙能电力,5.65,-1.739,6.7,9.0,7.3,5.8,1.4,6.2,17,600023
600026.SH,中远海能,14.12,0.57,6.7,9.1,3.8,6.8,4.0,7.3,17,600026
600036.SH,招商银行,31.4,-0.696,6.7,7.5,7.0,5.5,7.6,6.0,17,600036
600233.SH,圆通速递,12.47,0.484,6.7,7.5,7.1,5.3,4.5,7.3,17,600233
600480.SH,凌云股份,8.43,-0.824,6.7,5.2,6.7,9.9,4.5,7.4,17,600480
600483.SH,福能股份,8.91,2.768,6.7,8.6,7.1,5.5,4.9,5.6,17,600483
600642.SH,申能股份,7.8,3.311,6.7,8.4,6.2,6.3,4.9,5.9,17,600642
600660.SH,福耀玻璃,41.09,0.268,6.7,8.3,6.2,5.5,4.5,6.6,17,600660
600750.SH,江中药业,24.16,6.62,6.7,8.3,5.3,6.1,4.7,6.9,17,600750
600873.SH,梅花生物,10.75,0.467,6.7,8.6,4.9,5.5,4.5,7.4,17,600873
601000.SH,唐山港,4.36,0.693,6.7,8.6,6.8,5.5,4.0,6.0,17,601000
601021.SH,春秋航空,57.3,2.836,6.7,9.0,5.4,6.6,1.9,6.9,17,601021
601163.SH,三角轮胎,15.3,0.0,6.7,7.0,7.3,8.1,1.0,7.3,17,601163
601166.SH,兴业银行,16.2,0.124,6.7,8.8,6.7,5.5,7.6,4.7,17,601166
601608.SH,中信重工,3.94,-0.253,6.7,8.6,5.6,7.2,4.5,6.0,17,601608
601668.SH,中国建筑,5.19,0.193,6.7,8.1,6.2,5.5,4.5,6.9,17,601668
601717.SH,郑煤机,14.22,3.418,6.7,8.6,5.2,5.5,4.5,7.2,17,601717
601766.SH,中国中车,5.99,0.672,6.7,8.6,6.1,5.5,4.5,6.6,17,601766
601857.SH,中国石油,8.64,-0.116,6.7,8.6,4.9,5.5,3.5,7.7,17,601857
601958.SH,金钼股份,9.74,0.103,6.7,7.0,6.2,7.7,4.6,7.0,17,601958
603179.SH,新泉股份,43.75,-2.3,6.7,6.7,7.5,8.4,1.0,7.4,17,603179
603279.SH,景津装备,20.61,-0.145,6.7,7.4,8.0,7.0,1.0,7.1,17,603279
603383.SH,顶点软件,41.25,0.856,6.7,7.4,6.6,8.8,1.0,7.0,17,603383
603466.SH,风语筑,12.4,-1.431,6.7,7.8,6.1,8.8,1.0,6.9,17,603466
603885.SH,吉祥航空,13.72,1.63,6.7,8.2,7.0,5.7,1.9,7.1,17,603885
603939.SH,益丰药房,39.33,-2.334,6.7,8.2,7.3,5.5,1.1,7.4,17,603939
605108.SH,同庆楼,28.75,-1.474,6.7,7.7,5.7,9.9,1.0,6.5,17,605108
688088.SH,虹软科技,29.21,-5.744,6.7,7.7,7.8,8.1,1.0,5.9,17,688088
688153.SH,唯捷创芯,58.35,1.744,6.7,7.6,7.8,8.4,1.2,5.9,17,688153
000333.SZ,美的集团,61.7,1.815,6.6,8.2,7.4,5.5,1.0,7.1,33,333
000429.SZ,粤高速A,9.91,2.165,6.6,8.8,5.1,5.5,4.8,6.4,33,429
000550.SZ,江铃汽车,23.03,-0.518,6.6,7.9,5.8,6.3,4.7,6.6,33,550
000727.SZ,冠捷科技,2.4,0.0,6.6,6.7,6.2,8.8,4.5,6.3,33,727
000729.SZ,燕京啤酒,8.67,-0.914,6.6,6.8,4.7,9.9,5.0,6.7,33,729
000830.SZ,鲁西化工,10.09,-1.753,6.6,8.7,5.4,4.6,4.5,7.1,33,830
000883.SZ,湖北能源,4.54,0.0,6.6,8.3,6.1,6.7,4.9,5.5,33,883
000933.SZ,神火股份,18.23,1.053,6.6,8.6,5.1,5.5,4.7,7.0,33,933
002128.SZ,电投能源,16.15,0.0,6.6,9.0,4.9,5.5,5.5,6.2,33,2128
002230.SZ,科大讯飞,45.46,-2.321,6.6,8.8,4.5,6.6,4.5,6.6,33,2230
002244.SZ,滨江集团,7.37,0.546,6.6,7.5,5.9,5.5,4.5,7.5,33,2244
002318.SZ,久立特材,21.18,1.388,6.6,8.8,4.7,5.5,4.2,7.0,33,2318
002532.SZ,天山铝业,5.79,-0.516,6.6,7.4,8.0,5.5,4.7,6.1,33,2532
002595.SZ,豪迈科技,30.63,-0.97,6.6,7.5,6.5,5.5,4.5,6.9,33,2595
002701.SZ,奥瑞金,4.26,1.429,6.6,8.3,5.0,5.5,4.5,7.5,33,2701
003816.SZ,中国广核,3.99,2.835,6.6,8.9,7.3,5.5,1.4,6.2,33,3816
300122.SZ,智飞生物,53.2,-1.097,6.6,7.8,5.0,5.5,5.1,7.6,33,300122
300389.SZ,艾比森,16.38,-0.848,6.6,7.4,5.9,6.9,1.0,8.1,33,300389
300705.SZ,九典制药,34.92,1.719,6.6,8.8,6.2,5.5,1.1,7.0,33,300705
301004.SZ,嘉益股份,58.33,-1.37,6.6,7.4,5.3,8.4,1.0,7.9,33,301004
600012.SH,皖通高速,14.43,5.022,6.6,9.0,6.0,5.5,4.8,5.6,17,600012
600025.SH,华能水电,9.36,1.518,6.6,8.8,6.6,5.5,1.4,6.8,17,600025
600060.SH,海信视像,24.7,1.188,6.6,8.4,4.8,5.5,4.5,7.5,17,600060
600062.SH,华润双鹤,19.38,1.36,6.6,8.6,4.9,5.5,4.5,7.0,17,600062
600064.SH,南京高科,6.32,0.0,6.6,8.1,6.8,5.0,4.5,6.4,17,600064
600211.SH,西藏药业,44.39,1.162,6.6,6.8,5.7,7.7,5.1,7.1,17,600211
600295.SH,鄂尔多斯,10.77,0.937,6.6,8.1,6.7,5.5,4.2,6.3,17,600295
600309.SH,万华化学,74.96,0.469,6.6,6.6,6.9,5.5,4.5,7.9,17,600309
600563.SH,法拉电子,102.5,-1.603,6.6,8.1,4.5,5.5,4.8,7.9,17,600563
600761.SH,安徽合力,20.45,1.843,6.6,8.6,4.5,5.5,4.5,7.3,17,600761
600795.SH,国电电力,4.66,0.215,6.6,8.8,4.2,7.2,4.9,6.2,17,600795
600905.SH,三峡能源,4.65,0.216,6.6,8.7,6.6,5.5,1.4,6.7,17,600905
600916.SH,中国黄金,9.87,0.92,6.6,7.4,8.0,5.5,1.0,7.6,17,600916
600941.SH,中国移动,106.0,1.972,6.6,8.6,6.3,5.5,1.0,7.5,17,600941
600976.SH,健民集团,54.39,0.722,6.6,7.5,5.3,5.1,4.7,8.2,17,600976
600989.SH,宝丰能源,14.58,0.552,6.6,7.4,7.6,5.5,1.0,7.9,17,600989
600999.SH,招商证券,14.14,2.39,6.6,8.3,6.4,5.5,5.2,5.9,17,600999
601208.SH,东材科技,11.48,9.962,6.6,7.4,6.3,5.5,4.5,7.2,17,601208
601500.SH,通用股份,5.0,-1.381,6.6,9.2,4.8,7.7,1.0,6.6,17,601500
601601.SH,中国太保,25.98,-1.329,6.6,8.7,7.3,5.5,4.5,5.2,17,601601
601818.SH,光大银行,3.24,1.567,6.6,8.4,6.2,5.5,7.6,5.0,17,601818
601928.SH,凤凰传媒,10.35,0.291,6.6,8.4,7.0,5.5,4.5,5.7,17,601928
601939.SH,建设银行,7.11,0.994,6.6,8.6,4.8,5.5,7.6,6.0,17,601939
601991.SH,大唐发电,2.55,0.394,6.6,7.8,6.3,6.6,4.9,6.2,17,601991
603198.SH,迎驾贡酒,58.61,-4.326,6.6,7.8,7.2,5.5,1.4,7.3,17,603198
603369.SH,今世缘,49.21,-1.304,6.6,7.8,6.9,5.5,1.4,7.5,17,603369
603556.SH,海兴电力,31.8,-1.395,6.6,9.0,6.8,5.5,1.0,6.6,17,603556
603568.SH,伟明环保,17.99,2.624,6.6,7.8,7.3,5.5,1.0,7.5,17,603568
603767.SH,中马传动,15.02,10.037,6.6,7.5,7.3,8.8,1.0,5.8,17,603767
603899.SH,晨光股份,33.85,0.148,6.6,7.4,7.6,5.0,1.0,8.0,17,603899
605499.SH,东鹏饮料,180.35,1.531,6.6,7.8,6.1,6.0,1.4,8.1,17,605499
688006.SH,杭可科技,21.64,-0.231,6.6,6.6,7.6,9.1,1.0,6.7,17,688006
688188.SH,柏楚电子,274.55,-0.813,6.6,8.5,5.1,7.7,1.2,6.9,17,688188
688271.SH,联影医疗,142.6,-0.972,6.6,8.0,8.3,5.5,0.0,6.7,17,688271
688336.SH,三生国健,23.12,0.26,6.6,7.8,6.1,8.1,1.6,6.8,17,688336
688366.SH,昊海生科,103.55,-0.824,6.6,7.9,7.2,7.7,0.0,6.4,17,688366
688819.SH,天能股份,27.85,-1.276,6.6,7.4,8.4,5.5,1.0,7.0,17,688819
000403.SZ,派林生物,27.45,2.425,6.5,7.8,6.2,5.5,5.1,6.4,33,403
000681.SZ,视觉中国,13.33,2.146,6.5,6.6,6.8,7.7,4.5,6.3,33,681
000703.SZ,恒逸石化,7.17,-0.278,6.5,7.5,7.6,6.1,3.5,6.0,33,703
000923.SZ,河钢资源,16.37,1.112,6.5,7.2,6.0,7.0,5.2,6.3,33,923
001323.SZ,慕思股份,32.06,0.818,6.5,7.3,7.1,5.5,1.0,7.7,33,1323
001965.SZ,招商公路,11.17,5.179,6.5,8.5,7.3,5.5,1.4,6.0,33,1965
002064.SZ,华峰化学,6.78,-0.441,6.5,7.8,6.7,5.0,4.5,6.4,33,2064
002156.SZ,通富微电,21.62,-0.735,6.5,7.8,5.9,4.4,4.8,7.2,33,2156
002299.SZ,圣农发展,16.08,-0.741,6.5,6.2,6.5,6.9,4.5,7.5,33,2299
002508.SZ,老板电器,23.71,1.716,6.5,7.6,6.8,6.6,4.8,5.4,33,2508
002563.SZ,森马服饰,5.74,0.175,6.5,4.8,8.3,8.8,4.5,6.4,33,2563
002605.SZ,姚记科技,24.3,-3.264,6.5,8.7,3.3,7.0,4.5,7.0,33,2605
002698.SZ,博实股份,12.86,-0.31,6.5,6.5,6.5,7.2,4.7,6.8,33,2698
002938.SZ,鹏鼎控股,19.48,0.412,6.5,7.2,7.6,5.5,1.2,7.3,33,2938
300001.SZ,特锐德,19.28,-1.027,6.5,7.5,5.3,6.2,4.5,7.3,33,300001
300009.SZ,安科生物,9.76,-0.712,6.5,7.0,5.3,7.2,5.1,7.1,33,300009
300036.SZ,超图软件,16.2,-4.312,6.5,7.2,5.2,6.9,4.5,7.4,33,300036
300146.SZ,汤臣倍健,16.59,-0.778,6.5,7.5,5.1,6.6,4.5,7.2,33,300146
300413.SZ,芒果超媒,23.72,-0.96,6.5,7.3,7.0,8.8,1.0,5.9,33,300413
300699.SZ,光威复材,26.59,-0.858,6.5,9.0,6.6,5.5,1.1,6.3,33,300699
300866.SZ,安克创新,82.52,-0.121,6.5,6.8,7.8,5.5,1.0,7.9,33,300866
301391.SZ,卡莱特,112.26,-3.64,6.5,8.8,4.6,8.1,1.0,6.4,33,301391
600009.SH,上海机场,35.03,-0.652,6.5,8.2,5.7,7.7,5.3,4.8,17,600009
600031.SH,三一重工,14.02,-0.849,6.5,8.6,4.9,5.5,4.5,6.7,17,600031
600039.SH,四川路桥,8.49,1.192,6.5,8.6,5.4,5.5,4.5,6.2,17,600039
600089.SH,特变电工,14.83,-0.135,6.5,8.6,5.5,5.5,4.5,6.1,17,600089
600104.SH,上汽集团,14.63,0.55,6.5,7.9,6.9,5.5,4.7,5.8,17,600104
600123.SH,兰花科创,11.32,1.071,6.5,8.2,4.5,6.4,5.3,6.5,17,600123
600276.SH,恒瑞医药,41.86,0.48,6.5,7.4,7.3,5.5,4.5,6.2,17,600276
600332.SH,白云山,29.54,0.545,6.5,8.6,4.2,5.5,4.7,7.1,17,600332
600461.SH,洪城环境,9.48,1.936,6.5,7.4,6.9,5.5,4.5,6.6,17,600461
600597.SH,光明乳业,9.1,-0.329,6.5,7.5,6.1,7.2,4.5,6.1,17,600597
600655.SH,豫园股份,6.59,-0.152,6.5,7.4,7.0,5.5,4.5,6.6,17,600655
600754.SH,锦江酒店,28.49,1.388,6.5,6.0,7.1,7.7,4.5,6.8,17,600754
